GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
04000A0US19,19,Iowa -- In metropolitan or micropolitan statistical area,947023,2745,601059,3334,470454,3670,345964,3136,5.8,0.2,3.1,0.2,1.0,0.1,11.6,0.3,4.5,0.1,2.1,0.1,0.9,0.1,9.1,0.3,9.6,0.2,5.5,0.2,3.1,0.2,17.3,0.5,9.6,0.2,7.1,0.2,5.1,0.2,14.3,0.3,13.6,0.2,12.3,0.3,10.4,0.2,16.4,0.4,19.2,0.2,20.2,0.3,20.4,0.3,16.6,0.5,14.1,0.2,17.3,0.3,19.7,0.3,7.6,0.3,14.5,0.2,19.5,0.3,23.4,0.3,4.8,0.2,5.0,0.1,7.0,0.2,8.7,0.2,1.1,0.1,4.2,0.1,5.9,0.2,7.2,0.2,1.2,0.1,58259,397,74559,479,85945,614,33077,467,75788,536,91811,795,104206,938,45033,522,31.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.5,(X)
04000A0US20,20,Kansas -- In metropolitan or micropolitan statistical area,960559,3187,629302,3228,485485,3428,331257,3066,6.1,0.2,3.3,0.1,1.2,0.1,12.6,0.3,4.3,0.1,2.4,0.1,1.1,0.1,8.6,0.3,9.4,0.2,5.8,0.2,3.3,0.2,16.8,0.5,10.2,0.2,7.8,0.2,5.6,0.2,15.2,0.4,14.0,0.3,12.5,0.3,11.0,0.3,16.9,0.5,18.9,0.2,19.9,0.3,20.3,0.4,16.2,0.4,12.9,0.2,15.8,0.3,17.9,0.3,6.7,0.3,14.3,0.2,19.0,0.3,22.8,0.4,4.7,0.2,5.1,0.1,7.0,0.2,8.6,0.2,1.2,0.1,4.8,0.1,6.6,0.2,8.2,0.2,1.1,0.1,57111,457,72861,578,84732,535,32470,404,76994,470,92896,671,105878,882,43945,625,29.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.5,(X)
04000A0US21,21,Kentucky -- In metropolitan or micropolitan statistical area,1349276,3725,880257,3928,645304,4862,469019,3644,8.2,0.2,5.1,0.2,1.8,0.1,15.3,0.4,5.7,0.1,3.4,0.1,1.6,0.1,10.5,0.3,11.1,0.2,8.0,0.2,4.8,0.1,17.7,0.4,10.5,0.2,8.9,0.2,7.0,0.2,14.0,0.3,14.3,0.2,13.5,0.2,12.6,0.2,15.7,0.4,18.2,0.2,19.6,0.3,20.8,0.3,14.7,0.4,11.9,0.2,14.7,0.3,17.5,0.3,6.0,0.2,12.3,0.2,16.3,0.2,20.3,0.3,4.0,0.2,4.0,0.1,5.5,0.1,7.1,0.2,1.0,0.1,3.7,0.1,5.1,0.1,6.6,0.2,1.1,0.1,50191,292,63432,471,76734,454,29498,435,68673,443,81955,619,95647,707,41164,628,31.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.9,(X)
04000A0US22,22,Louisiana -- In metropolitan or micropolitan statistical area,1618235,5132,1042949,5307,700001,5991,575286,4552,9.8,0.2,6.2,0.2,1.8,0.1,17.5,0.3,6.2,0.2,3.9,0.2,1.6,0.1,11.1,0.3,12.1,0.2,9.5,0.2,5.4,0.2,17.4,0.4,10.5,0.2,9.2,0.2,7.0,0.2,13.1,0.4,13.2,0.2,12.8,0.2,11.7,0.2,14.0,0.4,16.5,0.2,17.8,0.3,19.1,0.3,13.4,0.3,10.9,0.2,13.0,0.2,16.0,0.3,6.2,0.3,12.2,0.2,15.9,0.3,21.2,0.3,4.7,0.2,4.5,0.1,6.1,0.2,8.5,0.2,1.4,0.1,4.1,0.1,5.6,0.2,7.8,0.2,1.2,0.1,47652,398,61062,449,80272,590,27546,438,67917,458,81044,637,99742,777,41266,432,36.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.1,(X)
04000A0US23,23,Maine -- In metropolitan or micropolitan statistical area,376107,2002,235033,2019,183101,2067,141074,1841,5.9,0.3,3.1,0.3,0.9,0.1,11.6,0.6,5.1,0.2,2.4,0.2,1.2,0.2,10.2,0.5,9.9,0.4,6.0,0.4,3.8,0.3,17.3,0.7,9.9,0.3,8.4,0.4,6.5,0.3,13.2,0.7,13.3,0.4,11.9,0.5,10.3,0.5,15.8,0.8,19.1,0.4,20.4,0.6,20.7,0.6,16.3,0.6,13.5,0.4,16.7,0.5,18.9,0.6,7.4,0.4,14.2,0.4,18.8,0.5,22.2,0.7,5.5,0.4,4.8,0.2,6.7,0.3,8.2,0.3,1.2,0.2,4.3,0.2,5.9,0.3,7.2,0.4,1.6,0.2,57115,719,72575,782,83204,787,32876,694,74997,693,89732,1085,101029,1218,46970,1249,27.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X)
04000A0US24,24,Maryland -- In metropolitan or micropolitan statistical area,2149627,4853,1438666,6731,1027764,7162,710961,5079,4.9,0.1,2.8,0.1,0.9,0.1,9.9,0.2,3.0,0.1,1.7,0.1,0.7,0.1,5.9,0.2,6.2,0.1,4.1,0.1,2.1,0.1,11.2,0.2,6.8,0.1,5.6,0.1,3.7,0.1,10.1,0.2,10.2,0.1,8.9,0.2,6.6,0.2,13.5,0.2,16.5,0.2,15.2,0.2,13.3,0.2,19.1,0.3,13.1,0.2,13.7,0.2,13.8,0.2,11.4,0.3,18.8,0.2,21.6,0.2,24.6,0.2,11.9,0.3,9.8,0.1,12.3,0.2,15.4,0.2,3.9,0.2,10.8,0.1,14.2,0.2,18.8,0.2,3.1,0.1,79419,389,96185,464,115850,535,49251,419,104367,436,121468,588,142569,707,64788,534,34.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.2,(X)
04000A0US25,25,Massachusetts -- In metropolitan or micropolitan statistical area,2581954,4956,1645321,6353,1217329,7766,936633,4874,5.7,0.1,3.5,0.1,1.1,0.1,10.5,0.2,4.7,0.1,2.2,0.1,0.9,0.1,9.5,0.2,7.9,0.1,5.0,0.1,2.7,0.1,13.4,0.2,7.2,0.1,5.9,0.1,4.0,0.1,10.1,0.2,9.9,0.1,8.8,0.1,6.8,0.1,12.3,0.2,15.1,0.2,14.4,0.2,13.2,0.2,16.3,0.3,12.3,0.1,13.3,0.2,13.8,0.2,10.0,0.2,17.5,0.2,20.9,0.2,24.4,0.2,10.5,0.2,9.0,0.1,11.6,0.2,14.4,0.2,3.8,0.1,10.8,0.1,14.5,0.2,18.7,0.2,3.5,0.1,74148,381,94078,543,113398,533,42097,350,101823,436,121944,595,143164,722,62599,548,35.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.6,(X)
04000A0US26,26,Michigan -- In metropolitan or micropolitan statistical area,3608141,7629,2327079,7261,1700813,9165,1281062,5321,7.3,0.1,4.5,0.1,1.5,0.1,13.6,0.2,4.9,0.1,2.9,0.1,1.3,0.1,8.9,0.2,10.4,0.1,7.0,0.1,3.9,0.1,17.3,0.2,10.2,0.1,8.1,0.1,6.0,0.1,14.1,0.2,13.9,0.1,12.8,0.1,11.5,0.1,15.9,0.2,18.4,0.1,19.6,0.2,20.4,0.2,15.6,0.2,12.3,0.1,14.9,0.1,17.2,0.2,7.0,0.1,13.2,0.1,17.3,0.2,21.5,0.2,5.1,0.1,4.9,0.1,6.8,0.1,8.7,0.1,1.3,0.1,4.4,0.1,6.1,0.1,8.0,0.1,1.2,0.1,53664,197,68042,325,82339,281,31816,185,73332,254,87697,340,102888,394,44529,316,32.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.7,(X)
04000A0US27,27,Minnesota -- In metropolitan or micropolitan statistical area,1940217,4020,1250442,4553,984835,5979,689775,3716,4.6,0.1,2.5,0.1,0.8,0.1,9.4,0.2,3.8,0.1,1.7,0.1,0.8,0.1,8.1,0.2,8.1,0.1,4.7,0.1,2.6,0.1,15.1,0.3,8.2,0.1,6.1,0.1,4.2,0.1,12.6,0.3,12.1,0.1,10.2,0.2,8.4,0.2,16.0,0.3,18.2,0.2,18.0,0.2,17.2,0.2,18.3,0.3,14.1,0.2,16.1,0.2,17.5,0.2,9.4,0.2,17.1,0.1,21.8,0.2,25.4,0.2,7.4,0.2,7.1,0.1,9.6,0.2,11.6,0.2,1.9,0.1,6.8,0.1,9.4,0.2,11.5,0.2,1.8,0.1,67511,318,85003,472,97593,441,39077,390,89054,353,106946,533,120815,558,52894,516,27.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.7,(X)
04000A0US28,28,Mississippi -- In metropolitan or micropolitan statistical area,866453,3278,582286,3856,384945,3643,284167,3843,10.3,0.3,6.9,0.3,2.2,0.2,18.8,0.6,6.9,0.2,4.4,0.2,1.7,0.2,12.6,0.5,12.6,0.2,9.8,0.3,5.6,0.2,18.9,0.6,11.0,0.2,10.1,0.3,7.9,0.3,12.8,0.5,14.3,0.3,14.1,0.3,13.2,0.3,14.6,0.5,17.2,0.3,19.1,0.4,21.6,0.5,12.3,0.6,11.4,0.2,14.1,0.3,18.2,0.5,5.2,0.3,10.5,0.3,13.6,0.3,18.5,0.5,3.3,0.3,3.3,0.1,4.4,0.2,6.2,0.2,0.8,0.1,2.6,0.1,3.5,0.2,5.0,0.2,0.7,0.1,44012,375,54994,542,72249,680,24814,516,60499,495,71261,632,87877,783,35808,559,35.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X)
04000A0US29,29,Missouri -- In metropolitan or micropolitan statistical area,2059981,5528,1319052,5294,978880,6695,740929,3996,6.8,0.1,3.9,0.1,1.3,0.1,12.9,0.3,4.9,0.1,2.7,0.1,1.2,0.1,9.4,0.2,10.3,0.2,6.9,0.1,4.0,0.1,17.2,0.3,10.4,0.1,8.4,0.2,6.3,0.2,14.5,0.3,14.3,0.2,13.3,0.2,11.6,0.2,16.4,0.3,18.9,0.2,20.2,0.2,21.1,0.2,15.6,0.3,12.5,0.1,15.2,0.2,17.6,0.2,6.9,0.2,13.0,0.1,17.2,0.2,21.1,0.3,4.7,0.2,4.6,0.1,6.4,0.1,8.2,0.2,1.2,0.1,4.3,0.1,5.9,0.1,7.6,0.2,1.2,0.1,53551,257,67699,413,80961,430,31860,223,72867,400,87339,547,101330,635,44275,452,31.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.5,(X)
04000A0US30,30,Montana -- In metropolitan or micropolitan statistical area,277287,1277,169051,1417,134516,1488,108236,1460,6.4,0.3,3.4,0.3,1.1,0.2,12.1,0.6,5.1,0.3,2.3,0.2,1.1,0.2,9.8,0.7,10.7,0.4,6.0,0.4,3.7,0.4,18.7,0.8,10.3,0.4,7.8,0.5,6.4,0.4,14.5,0.7,14.3,0.4,13.1,0.5,12.0,0.6,16.2,0.7,19.4,0.6,21.2,0.7,22.0,0.8,16.3,0.7,12.4,0.4,16.2,0.5,18.1,0.6,5.8,0.5,12.9,0.4,17.8,0.6,21.1,0.7,4.4,0.4,4.3,0.2,6.2,0.4,7.4,0.5,1.0,0.2,4.2,0.3,5.9,0.4,7.1,0.5,1.3,0.2,53327,705,70115,939,79346,886,31206,547,72343,1028,89482,1402,100083,1689,43090,1093,30.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X)
04000A0US31,31,Nebraska -- In metropolitan or micropolitan statistical area,605206,1624,389945,2059,300694,2525,215261,1764,5.7,0.2,3.2,0.2,1.0,0.1,11.3,0.4,4.2,0.2,2.0,0.2,0.8,0.1,8.5,0.4,9.2,0.2,5.5,0.2,3.0,0.2,16.7,0.5,9.7,0.2,7.6,0.2,5.2,0.3,14.4,0.5,13.8,0.3,11.9,0.3,10.1,0.3,17.5,0.5,19.5,0.3,20.2,0.4,20.2,0.4,17.3,0.5,13.5,0.3,16.5,0.4,18.9,0.4,7.2,0.3,14.8,0.2,19.8,0.3,24.1,0.4,4.7,0.3,5.1,0.2,7.1,0.2,8.8,0.3,1.3,0.2,4.5,0.1,6.2,0.2,7.7,0.2,1.1,0.1,58417,517,74469,596,87066,717,34280,549,76572,479,92202,770,105520,875,45011,610,29.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X)
04000A0US32,32,Nevada -- In metropolitan or micropolitan statistical area,1040422,3741,663959,4165,466857,4252,376463,3157,6.2,0.2,4.2,0.2,1.8,0.1,11.2,0.4,4.3,0.1,2.6,0.1,1.4,0.1,7.8,0.3,9.7,0.2,7.0,0.2,4.5,0.2,15.5,0.4,10.5,0.2,9.0,0.2,7.1,0.3,13.9,0.4,14.4,0.2,13.8,0.3,12.2,0.3,15.9,0.4,19.6,0.3,20.6,0.3,21.1,0.4,17.1,0.4,13.0,0.2,15.0,0.3,17.0,0.4,8.2,0.3,13.5,0.2,16.5,0.3,20.2,0.4,6.7,0.3,4.7,0.1,6.0,0.2,7.7,0.3,1.9,0.1,4.2,0.1,5.3,0.2,7.0,0.2,1.8,0.1,55434,355,65443,467,77616,526,36198,389,73942,484,84461,629,97658,717,51107,822,35.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.5,(X)
04000A0US33,33,New Hampshire -- In metropolitan or micropolitan statistical area,505507,2209,336597,2285,266199,2795,168910,2139,3.9,0.2,2.1,0.1,0.8,0.1,8.6,0.4,3.4,0.2,1.4,0.1,0.6,0.1,7.8,0.5,7.6,0.2,4.3,0.2,2.3,0.2,15.1,0.5,7.9,0.2,5.7,0.2,4.1,0.2,12.9,0.5,11.5,0.3,9.9,0.3,8.2,0.3,15.5,0.6,17.9,0.3,17.7,0.4,16.8,0.4,17.9,0.6,14.2,0.3,16.1,0.4,17.3,0.5,9.4,0.5,18.1,0.4,22.5,0.5,25.7,0.6,8.1,0.5,8.1,0.2,10.5,0.3,12.5,0.4,2.6,0.3,7.4,0.2,9.7,0.3,11.7,0.4,2.3,0.2,72002,736,87797,973,99833,984,40018,771,92105,732,108119,1011,120596,1157,55446,1041,29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X)
04000A0US34,34,New Jersey -- In metropolitan or micropolitan statistical area,3199111,7594,2217279,7882,1638023,9541,981832,5661,5.3,0.1,3.2,0.1,1.1,0.1,11.4,0.2,3.5,0.1,2.0,0.1,1.0,0.1,7.4,0.2,7.7,0.1,5.2,0.1,2.9,0.1,14.0,0.2,7.3,0.1,5.9,0.1,4.1,0.1,10.7,0.2,10.1,0.1,8.9,0.1,7.1,0.2,13.0,0.2,15.3,0.2,14.5,0.2,13.2,0.2,16.9,0.3,12.2,0.1,12.9,0.1,13.2,0.1,10.1,0.2,17.4,0.1,20.4,0.2,23.6,0.2,9.7,0.2,9.3,0.1,11.6,0.1,14.2,0.2,3.3,0.1,11.9,0.1,15.3,0.2,19.6,0.2,3.4,0.1,76475,425,94337,519,113655,563,41692,338,105917,454,123936,581,144655,688,60767,480,36.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.6,(X)
04000A0US35,35,New Mexico -- In metropolitan or micropolitan statistical area,743408,3320,476678,2948,330647,3283,266730,3070,9.4,0.2,6.4,0.3,2.6,0.2,16.8,0.5,6.1,0.2,3.9,0.2,2.2,0.2,10.4,0.4,12.2,0.3,9.9,0.3,6.9,0.3,16.9,0.6,10.7,0.3,9.7,0.3,7.9,0.4,12.5,0.5,13.9,0.3,13.3,0.3,12.2,0.4,14.7,0.5,17.4,0.3,18.9,0.5,20.1,0.5,13.7,0.4,11.3,0.3,13.4,0.3,16.0,0.4,6.8,0.4,11.5,0.3,14.4,0.4,18.6,0.5,5.7,0.4,4.1,0.2,5.4,0.2,7.2,0.3,1.4,0.2,3.5,0.1,4.6,0.2,6.3,0.3,1.2,0.1,47308,430,58108,797,72726,693,29657,675,65280,548,76134,730,90718,928,42836,657,31.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.1,(X)
04000A0US36,36,New York -- In metropolitan or micropolitan statistical area,7150612,13458,4535703,13684,3149556,15786,2614909,8174,7.1,0.1,4.5,0.1,1.7,0.1,12.6,0.1,5.3,0.1,3.2,0.1,1.7,0.1,9.4,0.1,9.1,0.1,6.9,0.1,4.4,0.1,13.5,0.2,8.4,0.1,7.4,0.1,5.6,0.1,10.6,0.1,11.2,0.1,10.6,0.1,8.9,0.1,12.5,0.2,15.8,0.1,16.0,0.1,15.4,0.1,15.4,0.1,11.8,0.1,13.0,0.1,14.1,0.1,9.2,0.1,15.0,0.1,17.9,0.1,21.4,0.1,9.2,0.1,7.3,0.1,9.1,0.1,11.6,0.1,3.5,0.1,9.0,0.1,11.4,0.1,15.3,0.1,4.2,0.1,63109,226,77592,334,96845,378,39252,225,94047,376,109945,500,131995,625,62399,355,39.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.7,(X)
04000A0US37,37,North Carolina -- In metropolitan or micropolitan statistical area,3620977,8400,2384216,9572,1747547,9945,1236761,7009,7.0,0.1,4.5,0.1,1.5,0.1,13.0,0.2,5.6,0.1,3.2,0.1,1.4,0.1,10.7,0.2,10.9,0.1,8.1,0.1,5.0,0.1,17.0,0.3,10.8,0.1,9.4,0.1,7.2,0.1,14.0,0.2,14.4,0.1,13.7,0.1,12.4,0.2,15.8,0.2,18.2,0.1,19.3,0.2,20.4,0.2,15.1,0.2,11.9,0.1,14.2,0.2,16.9,0.2,6.7,0.2,12.0,0.1,15.4,0.2,19.4,0.2,4.9,0.1,4.5,0.1,6.0,0.1,7.8,0.1,1.5,0.1,4.5,0.1,6.1,0.1,8.0,0.1,1.3,0.1,51236,208,63425,332,77790,355,31332,185,71815,304,84874,396,100025,477,44096,312,31.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.9,(X)
04000A0US38,38,North Dakota -- In metropolitan or micropolitan statistical area,228812,1274,134289,1516,107002,1592,94523,1795,5.5,0.3,2.8,0.3,0.9,0.2,10.2,0.6,4.2,0.3,1.7,0.3,0.6,0.1,8.2,0.6,8.5,0.4,4.6,0.4,2.8,0.4,14.8,1.0,9.0,0.5,6.0,0.6,4.0,0.4,14.0,0.9,13.2,0.7,10.5,0.7,8.5,0.7,17.2,1.2,18.0,0.6,18.5,0.8,18.6,0.8,17.1,0.9,14.3,0.5,17.4,0.7,19.4,0.8,8.7,0.7,16.3,0.6,22.6,0.8,26.4,1.0,6.3,0.8,5.7,0.3,8.0,0.5,9.5,0.6,1.9,0.3,5.4,0.3,7.8,0.5,9.4,0.7,1.6,0.3,62413,960,82687,1214,93279,1395,36972,870,82586,1147,102287,1827,114451,2092,51407,1481,30.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.2,(X)
04000A0US39,39,Ohio -- In metropolitan or micropolitan statistical area,4460572,9846,2836504,9068,2056090,11340,1624068,6660,7.5,0.1,4.7,0.1,1.4,0.1,13.7,0.2,5.1,0.1,3.0,0.1,1.2,0.1,9.3,0.1,10.7,0.1,6.9,0.1,3.8,0.1,17.9,0.2,10.3,0.1,8.3,0.1,6.0,0.1,14.3,0.2,13.9,0.1,12.9,0.1,11.6,0.1,15.6,0.2,18.5,0.1,19.9,0.2,20.9,0.2,15.4,0.2,12.3,0.1,15.0,0.1,17.7,0.2,6.9,0.1,13.0,0.1,17.2,0.2,21.7,0.2,4.7,0.1,4.6,0.1,6.4,0.1,8.3,0.1,1.2,0.1,4.1,0.1,5.7,0.1,7.5,0.1,1.1,0.1,52605,173,67300,290,81974,285,31135,159,71547,215,86234,307,101877,316,43192,225,30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.0,(X)
04000A0US40,40,Oklahoma -- In metropolitan or micropolitan statistical area,1263438,2499,831169,3131,610327,3251,432269,2753,7.3,0.1,4.7,0.1,1.5,0.1,13.8,0.3,5.4,0.1,2.9,0.1,1.5,0.1,10.6,0.3,11.0,0.1,7.8,0.2,4.8,0.2,17.9,0.3,10.9,0.2,9.2,0.2,7.3,0.2,14.3,0.3,14.5,0.2,13.9,0.2,12.6,0.2,15.6,0.3,18.8,0.2,20.4,0.2,21.8,0.3,14.8,0.3,12.1,0.2,14.7,0.2,17.3,0.3,6.4,0.2,12.1,0.1,15.6,0.2,19.4,0.3,4.4,0.2,4.1,0.1,5.6,0.1,7.1,0.2,1.2,0.1,3.9,0.1,5.2,0.1,6.8,0.2,1.1,0.1,51037,207,63187,279,75819,384,30146,247,69518,364,82327,499,96036,652,42030,390,34.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.9,(X)
04000A0US41,41,Oregon -- In metropolitan or micropolitan statistical area,1531352,4089,968917,4784,742606,5231,562435,3962,6.5,0.2,3.9,0.2,1.5,0.1,12.4,0.3,4.7,0.1,2.5,0.1,1.3,0.1,9.0,0.3,9.9,0.2,6.9,0.2,4.5,0.2,15.9,0.3,9.9,0.2,8.4,0.2,6.8,0.2,12.9,0.4,13.5,0.2,12.8,0.2,11.6,0.3,14.8,0.3,18.6,0.2,19.5,0.3,20.0,0.3,16.1,0.3,13.0,0.2,15.2,0.3,17.0,0.3,8.4,0.3,13.9,0.2,17.5,0.3,20.7,0.3,6.7,0.2,5.1,0.1,6.7,0.2,8.2,0.2,2.1,0.1,5.0,0.1,6.7,0.1,8.4,0.2,1.8,0.1,56520,383,69464,461,80764,481,34758,460,76311,391,89630,535,101994,619,49617,543,28.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.2,(X)
04000A0US42,42,Pennsylvania -- In metropolitan or micropolitan statistical area,4858027,9835,3117679,9533,2323788,12155,1740348,6655,6.7,0.1,3.7,0.1,1.2,0.1,13.1,0.2,4.8,0.1,2.5,0.1,1.1,0.1,9.2,0.1,10.0,0.1,6.1,0.1,3.5,0.1,17.5,0.2,9.6,0.1,7.8,0.1,5.8,0.1,13.3,0.2,13.0,0.1,12.1,0.1,10.6,0.1,14.7,0.2,18.1,0.1,19.1,0.1,19.3,0.1,15.8,0.2,12.7,0.1,15.2,0.1,17.1,0.2,7.4,0.1,14.1,0.1,18.3,0.2,22.1,0.2,5.8,0.1,5.5,0.1,7.5,0.1,9.5,0.1,1.6,0.1,5.6,0.1,7.6,0.1,9.8,0.1,1.6,0.1,57279,210,73196,295,86842,334,32156,171,78729,283,94938,383,109923,433,46755,311,33.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.0,(X)
04000A0US44,44,Rhode Island -- In metropolitan or micropolitan statistical area,412028,1756,258300,2031,183627,2146,153728,2094,7.3,0.3,3.9,0.3,1.2,0.2,14.1,0.6,5.3,0.2,2.6,0.2,1.0,0.2,10.2,0.5,9.3,0.3,6.4,0.4,3.4,0.3,15.1,0.6,8.7,0.3,7.4,0.4,4.9,0.3,11.1,0.6,11.6,0.3,10.5,0.4,8.6,0.4,13.7,0.5,16.4,0.4,16.7,0.5,16.2,0.6,16.0,0.6,12.9,0.4,15.1,0.5,17.0,0.7,8.3,0.4,15.7,0.4,20.3,0.6,25.3,0.7,6.9,0.5,6.7,0.3,9.0,0.4,11.6,0.5,2.5,0.2,6.0,0.2,8.1,0.3,10.8,0.4,2.1,0.2,61043,763,79043,1028,96435,1320,34424,930,82407,840,98954,1123,117514,1396,51236,1012,35.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.3,(X)
